3,clusters
38.0,0
55.0,0
72.0,0
30.0,0
15.1,0
24.6,0
101.0,0
32.0,0
9.0,0
1440.0,2
630.0,2
17.0,0
3.0,0
2.1,0
1.9,0
4.9,0
3.1,0
2.2,0
1.5,0
3.8,0
2.16,0
11.1,0
8.9,0
2.2,0
1020.0,2
18.0,0
111.2,0
277.0,2
10.67,0
0.0,0
14.0,0
70.0,0
87.0,0
149.0,0
25.6,0
1.3,0
2.2,0
10.0,0
280.0,0
11.0,0
9.71,0
6.03,0
14.0,0
0.7,0
18.0,0
34.0,0
77.0,0
47.0,0
11.2,0
2.6,0
3.89,0
29.1,0
34.2,0
1110.0,2
83.0,0
40.0,0
29.1,0
8.3,0
10.9,0
20.1,0
2.6,0
16.0,0
14.2,0
3.9,0
19.0,0
46.0,0
22.3,0
18.9,0
42.0,0
105.18,0
173.0,0
718.0,2
258.0,0
292.0,0
760.48,2
10.5,0
39.0,0
21.86,0
175.0,0
35.59,0
54.13,0
82.0,0
77.81,0
111.65,0
121.08,0
52.0,0
160.41,0
182.23,0
168.0,0
1570.0,2
539.0,0
1860.0,1
307.52,0
157.0,0
330.0,0
614.0,2
4.0,0
43.0,0
124.0,0
215.0,0
276.0,0
295.0,0
8.94,0
26.4,0
48.1,0
0.75,0
0.0,0
0.72,0
1680.0,2
2220.0,2
295.0,0
471.0,0
60.0,0
18.4,0
1.8,0
98.1,0
89.8,0
0.9,0
77.0,0
4.3,0
2.3,0
27.0,0
50.0,0
94.0,0
990.2,2
18.0,0
13.1,0
1.8,0
22.0,0
0.0,0
0.7,0
0.0,0
0.4,0
95.1,0
92.3,0
0.6,0
93.8,0
62.8,0
83.7,0
569.0,2
158.0,2
165.0,2
498.0,2
18.11,0
1.6,0
109.1,0
10.0,0
71.6,0
110.6,0
74.3,0
9.66,0
81.0,0
600.0,2
20.25,0
9.65,0
11.6,0
24.0,0
1.77,0
1700.0,2
41.0,0
35.7,0
25.2,0
4.3,0
63.0,0
4.17,0
43.0,0
54.0,0
67.0,0
99.0,0
86.0,0
490.0,2
386.29,0
49.0,0
71.0,0
65.0,0
50.0,0
58.9,0
56.8,0
59.0,0
60.0,0
139.4,2
648.0,0
1140.0,2
31.0,0
36.0,0
34.57,0
142.23,0
206.82,0
337.42,0
45.78,0
11.08,0
5.83,0
12.0,0
66.7,0
8.3,0
4.5,0
1.1,0
17.1,0
133.6,0
29.8,0
70.6,0
304.0,2
288.0,2
436.76,2
363.6,2
814.15,2
312.0,2
1550.0,2
620.61,2
335.0,0
336.0,0
512.85,0
988.1,2
727.0,2
466.0,2
1014.0,2
1079.44,2
950.0,2
1903.1,2
1579.2,2
828.4,2
10.0,0
321.9,0
12.4,0
69.0,0
46.5,0
55.5,0
17.9,0
237.6,0
195.0,0
8.0,0
242.0,0
398.0,0
6.0,0
381.0,2
3.0,0
8.4,0
26.6,0
10.3,0
19.1,0
11.0,0
26.0,0
36.4,0
49.0,0
36.9,0
96.4,0
24.7,0
79.4,0
96.4,0
10.0,0
15.4,0
31.8,0
4.3,0
184.5,0
214.3,0
217.4,0
328.0,2
280.0,2
327.0,2
42.0,0
507.0,0
316.0,0
226.0,0
582.0,2
310.0,0
255.0,0
510.0,2
274.0,0
22.0,0
263.0,2
471.0,2
267.0,0
15.0,0
34.0,0
406.0,0
433.0,2
401.0,2
1490.0,2
372.0,2
332.0,2
320.0,2
199.3,0
261.7,0
253.1,0
190.1,0
243.5,0
328.1,0
302.7,0
252.1,0
416.9,0
441.1,0
320.3,0
275.5,0
238.6,0
339.0,0
367.2,0
1006.0,2
934.0,2
911.0,2
911.0,2
7.7,0
16.8,0
11.9,0
15.4,0
0.2,0
45.8,0
143.0,0
90.0,0
22.0,0
31.0,0
70.0,0
21.1,0
2.6,0
1.0,0
15.0,0
21.0,0
38.7,0
13.0,0
18.4,0
3.1,0
12.9,0
25.1,0
13.0,0
0.3,0
20.9,0
30.3,0
4.7,0
201.9,0
66.5,0
7.1,0
7.4,0
224.0,0
1.8,0
10.8,0
360.0,0
77.09,0
55.0,0
240.1,0
132.2,0
89.5,0
80.0,0
75.0,0
75.0,0
19.5,0
2.3,0
1.0,0
29.0,0
4.72,0
13.0,0
1608.0,2
