3,clusters
3049.0,2
1257.0,2
1399.0,2
1909.4,2
1904.1,2
1904.02,2
1440.05,2
115.0,0
36.8,0
30.0,0
15.2,0
9.3,0
9.1,0
158.0,0
10.0,0
7.0,0
14.2,0
30.5,0
6.5,0
1.3,0
13.9,0
12.4,0
5.4,0
222.0,0
99.0,0
107.0,0
18.0,0
4.0,0
2980.0,2
1608.0,2
17.2,0
2.1,0
1.6,0
77.0,0
19.0,0
33.0,0
36.0,0
350.0,0
290.0,0
990.0,2
340.0,0
241.0,0
371.0,0
31.0,0
29.0,0
380.0,0
670.0,2
220.0,0
280.0,0
320.0,0
6.1,0
30.6,0
311.0,0
26.1,0
3.9,0
0.2,0
11.8,0
3.3,0
3.9,0
760.0,2
430.47,0
310.29,0
629.36,2
2830.0,2
74.4,0
27.0,0
71.8,0
2.0,0
93.2,0
1.3,0
0.0,0
51.0,0
2.5,0
314.0,0
2670.0,2
900.0,0
7.0,0
32.0,0
18.3,0
1.3,0
1.9,0
0.9,0
1180.0,2
3.8,0
69.0,0
15.7,0
0.0,0
218.0,0
44.5,0
7.9,0
3.8,0
1.4,0
2.2,0
36.0,0
21.0,0
22.0,0
10.6,0
3.92,0
3.89,0
9.33,0
1.7,0
16.26,0
5.94,0
738.0,0
3.53,0
9.12,0
9.3,0
44.1,0
33.6,0
11.0,0
12.0,0
14.0,0
1.9,0
59.0,0
11.0,0
34.0,0
132.28,0
231.96,0
50.1,0
1.34,0
16.7,0
1.5,0
5.6,0
21.0,0
172.0,0
272.0,0
490.0,2
106.0,0
13.0,0
9.8,0
32.3,0
23.5,0
84.0,0
546.0,2
621.0,2
10.3,0
33.0,0
140.0,0
139.4,2
5.0,0
166.0,0
103.0,0
131.0,0
343.8,0
41.0,0
1140.21,2
1647.28,2
1360.4,2
989.8,2
1508.56,2
8.0,0
6.0,0
8.8,0
19.0,0
18.0,0
11.0,0
19.0,0
22.0,0
16.0,0
725.0,0
784.0,0
1980.0,2
733.0,2
980.0,2
460.0,0
436.0,0
236.0,0
228.0,0
185.0,0
1078.0,2
443.0,2
707.0,2
926.0,2
937.85,2
1117.0,2
730.0,2
1680.0,2
1624.0,2
1264.0,2
35.0,0
0.0,0
44.4,0
32.3,0
53.9,0
11.4,0
23.5,0
27.7,0
38.6,0
35.9,0
6.2,0
28.4,0
6.3,0
2.9,0
24.4,0
581.0,2
21.1,0
17.1,0
90.0,0
7.0,0
136.6,0
49.7,0
41.0,0
48.0,0
46.0,0
10.8,0
8.0,0
474.0,0
1260.0,0
223.9,0
357.29,0
12.1,0
187.0,0
296.0,0
274.1,0
189.4,0
249.0,0
212.0,0
765.0,0
278.0,0
26.4,0
16.5,0
253.1,0
323.6,0
135.5,0
246.9,0
17.9,0
13.2,0
93.0,0
159.0,0
246.0,0
2.0,0
2.0,0
1.0,0
238.0,0
8.62,0
165.7,0
23.9,0
375.7,0
48.5,0
36.0,0
5.64,0
20.0,0
17.0,0
19.0,0
67.0,0
34.0,0
34.0,0
24.0,0
9.0,0
1.0,0
13.0,0
6.0,0
8.9,0
9.4,0
11.0,0
49.0,0
21.7,0
20.0,0
